product_key,productnumber,product_name,color,size,productline,class,style,listprice,standardcost,makeflag,productsubcategoryid,subcategory_name,productcategoryid,category_name
774,BK-M82S-48,"Mountain-100 Silver, 48",Silver,48,M ,H ,U ,3399.99,1912.1544,t,1,Mountain Bikes,1,Bikes
775,BK-M82B-38,"Mountain-100 Black, 38",Black,38,M ,H ,U ,3374.99,1898.0944,t,1,Mountain Bikes,1,Bikes
776,BK-M82B-42,"Mountain-100 Black, 42",Black,42,M ,H ,U ,3374.99,1898.0944,t,1,Mountain Bikes,1,Bikes
777,BK-M82B-44,"Mountain-100 Black, 44",Black,44,M ,H ,U ,3374.99,1898.0944,t,1,Mountain Bikes,1,Bikes
778,BK-M82B-48,"Mountain-100 Black, 48",Black,48,M ,H ,U ,3374.99,1898.0944,t,1,Mountain Bikes,1,Bikes
779,BK-M68S-38,"Mountain-200 Silver, 38",Silver,38,M ,H ,U ,2319.99,1265.6195,t,1,Mountain Bikes,1,Bikes
780,BK-M68S-42,"Mountain-200 Silver, 42",Silver,42,M ,H ,U ,2319.99,1265.6195,t,1,Mountain Bikes,1,Bikes
781,BK-M68S-46,"Mountain-200 Silver, 46",Silver,46,M ,H ,U ,2319.99,1265.6195,t,1,Mountain Bikes,1,Bikes
782,BK-M68B-38,"Mountain-200 Black, 38",Black,38,M ,H ,U ,2294.99,1251.9813,t,1,Mountain Bikes,1,Bikes
783,BK-M68B-42,"Mountain-200 Black, 42",Black,42,M ,H ,U ,2294.99,1251.9813,t,1,Mountain Bikes,1,Bikes
784,BK-M68B-46,"Mountain-200 Black, 46",Black,46,M ,H ,U ,2294.99,1251.9813,t,1,Mountain Bikes,1,Bikes
785,BK-M47B-38,"Mountain-300 Black, 38",Black,38,M ,M ,U ,1079.99,598.4354,t,1,Mountain Bikes,1,Bikes
786,BK-M47B-40,"Mountain-300 Black, 40",Black,40,M ,M ,U ,1079.99,598.4354,t,1,Mountain Bikes,1,Bikes
787,BK-M47B-44,"Mountain-300 Black, 44",Black,44,M ,M ,U ,1079.99,598.4354,t,1,Mountain Bikes,1,Bikes
788,BK-M47B-48,"Mountain-300 Black, 48",Black,48,M ,M ,U ,1079.99,598.4354,t,1,Mountain Bikes,1,Bikes
789,BK-R89R-44,"Road-250 Red, 44",Red,44,R ,H ,U ,2443.35,1518.7864,t,2,Road Bikes,1,Bikes
790,BK-R89R-48,"Road-250 Red, 48",Red,48,R ,H ,U ,2443.35,1518.7864,t,2,Road Bikes,1,Bikes
791,BK-R89R-52,"Road-250 Red, 52",Red,52,R ,H ,U ,2443.35,1518.7864,t,2,Road Bikes,1,Bikes
792,BK-R89R-58,"Road-250 Red, 58",Red,58,R ,H ,U ,2443.35,1554.9479,t,2,Road Bikes,1,Bikes
793,BK-R89B-44,"Road-250 Black, 44",Black,44,R ,H ,U ,2443.35,1554.9479,t,2,Road Bikes,1,Bikes
794,BK-R89B-48,"Road-250 Black, 48",Black,48,R ,H ,U ,2443.35,1554.9479,t,2,Road Bikes,1,Bikes
795,BK-R89B-52,"Road-250 Black, 52",Black,52,R ,H ,U ,2443.35,1554.9479,t,2,Road Bikes,1,Bikes
796,BK-R89B-58,"Road-250 Black, 58",Black,58,R ,H ,U ,2443.35,1554.9479,t,2,Road Bikes,1,Bikes
797,BK-R64Y-38,"Road-550-W Yellow, 38",Yellow,38,R ,M ,W ,1120.49,713.0798,t,2,Road Bikes,1,Bikes
798,BK-R64Y-40,"Road-550-W Yellow, 40",Yellow,40,R ,M ,W ,1120.49,713.0798,t,2,Road Bikes,1,Bikes
799,BK-R64Y-42,"Road-550-W Yellow, 42",Yellow,42,R ,M ,W ,1120.49,713.0798,t,2,Road Bikes,1,Bikes
800,BK-R64Y-44,"Road-550-W Yellow, 44",Yellow,44,R ,M ,W ,1120.49,713.0798,t,2,Road Bikes,1,Bikes
801,BK-R64Y-48,"Road-550-W Yellow, 48",Yellow,48,R ,M ,W ,1120.49,713.0798,t,2,Road Bikes,1,Bikes
802,FK-1639,LL Fork,,,,L ,,148.22,65.8097,t,10,Forks,2,Components
803,FK-5136,ML Fork,,,,M ,,175.49,77.9176,t,10,Forks,2,Components
804,FK-9939,HL Fork,,,,H ,,229.49,101.8936,t,10,Forks,2,Components
805,HS-0296,LL Headset,,,,L ,,34.2,15.1848,t,11,Headsets,2,Components
806,HS-2451,ML Headset,,,,M ,,102.29,45.4168,t,11,Headsets,2,Components
807,HS-3479,HL Headset,,,,H ,,124.73,55.3801,t,11,Headsets,2,Components
808,HB-M243,LL Mountain Handlebars,,,M ,L ,,44.54,19.7758,t,4,Handlebars,2,Components
809,HB-M763,ML Mountain Handlebars,,,M ,M ,,61.92,27.4925,t,4,Handlebars,2,Components
810,HB-M918,HL Mountain Handlebars,,,M ,H ,,120.27,53.3999,t,4,Handlebars,2,Components
811,HB-R504,LL Road Handlebars,,,R ,L ,,44.54,19.7758,t,4,Handlebars,2,Components
812,HB-R720,ML Road Handlebars,,,R ,M ,,61.92,27.4925,t,4,Handlebars,2,Components
813,HB-R956,HL Road Handlebars,,,R ,H ,,120.27,53.3999,t,4,Handlebars,2,Components
814,FR-M63B-38,"ML Mountain Frame - Black, 38",Black,38,M ,M ,U ,348.76,185.8193,t,12,Mountain Frames,2,Components
815,FW-M423,LL Mountain Front Wheel,Black,,M ,L ,,60.745,26.9708,t,17,Wheels,2,Components
816,FW-M762,ML Mountain Front Wheel,Black,,M ,M ,,209.025,92.8071,t,17,Wheels,2,Components
817,FW-M928,HL Mountain Front Wheel,Black,,M ,H ,,300.215,133.2955,t,17,Wheels,2,Components
818,FW-R623,LL Road Front Wheel,Black,,R ,L ,,85.565,37.9909,t,17,Wheels,2,Components
819,FW-R762,ML Road Front Wheel,Black,,R ,M ,,248.385,110.2829,t,17,Wheels,2,Components
820,FW-R820,HL Road Front Wheel,Black,,R ,H ,,330.06,146.5466,t,17,Wheels,2,Components
821,FW-T905,Touring Front Wheel,Black,,T ,,,218.01,96.7964,t,17,Wheels,2,Components
822,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Yellow,38,R ,M ,W ,594.83,360.9428,t,14,Road Frames,2,Components
823,RW-M423,LL Mountain Rear Wheel,Black,,M ,L ,,87.745,38.9588,t,17,Wheels,2,Components
824,RW-M762,ML Mountain Rear Wheel,Black,,M ,M ,,236.025,104.7951,t,17,Wheels,2,Components
825,RW-M928,HL Mountain Rear Wheel,Black,,M ,H ,,327.215,145.2835,t,17,Wheels,2,Components
826,RW-R623,LL Road Rear Wheel,Black,,R ,L ,,112.565,49.9789,t,17,Wheels,2,Components
827,RW-R762,ML Road Rear Wheel,Black,,R ,M ,,275.385,122.2709,t,17,Wheels,2,Components
828,RW-R820,HL Road Rear Wheel,Black,,R ,H ,,357.06,158.5346,t,17,Wheels,2,Components
829,RW-T905,Touring Rear Wheel,Black,,T ,,,245.01,108.7844,t,17,Wheels,2,Components
830,FR-M63B-40,"ML Mountain Frame - Black, 40",Black,40,M ,M ,U ,348.76,185.8193,t,12,Mountain Frames,2,Components
831,FR-M63B-44,"ML Mountain Frame - Black, 44",Black,44,M ,M ,U ,348.76,185.8193,t,12,Mountain Frames,2,Components
832,FR-M63B-48,"ML Mountain Frame - Black, 48",Black,48,M ,M ,U ,348.76,185.8193,t,12,Mountain Frames,2,Components
833,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Yellow,40,R ,M ,W ,594.83,360.9428,t,14,Road Frames,2,Components
834,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Yellow,42,R ,M ,W ,594.83,360.9428,t,14,Road Frames,2,Components
835,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Yellow,44,R ,M ,W ,594.83,360.9428,t,14,Road Frames,2,Components
836,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Yellow,48,R ,M ,W ,594.83,360.9428,t,14,Road Frames,2,Components
837,FR-R92B-62,"HL Road Frame - Black, 62",Black,62,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
838,FR-R92B-44,"HL Road Frame - Black, 44",Black,44,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
839,FR-R92B-48,"HL Road Frame - Black, 48",Black,48,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
840,FR-R92B-52,"HL Road Frame - Black, 52",Black,52,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
841,SH-M897-S,"Men's Sports Shorts, S",Black,S,S ,,M ,59.99,24.7459,f,22,Shorts,3,Clothing
842,PA-T100,"Touring-Panniers, Large",Grey,,T ,,,125,51.5625,f,35,Panniers,4,Accessories
843,LO-C100,Cable Lock,,,S ,,,25,10.3125,f,34,Locks,4,Accessories
844,PU-0452,Minipump,,,S ,,,19.99,8.2459,f,36,Pumps,4,Accessories
845,PU-M044,Mountain Pump,,,M ,,,24.99,10.3084,f,36,Pumps,4,Accessories
846,LT-T990,Taillights - Battery-Powered,,,R ,,,13.99,5.7709,f,33,Lights,4,Accessories
847,LT-H902,Headlights - Dual-Beam,,,R ,,,34.99,14.4334,f,33,Lights,4,Accessories
848,LT-H903,Headlights - Weatherproof,,,R ,,,44.99,18.5584,f,33,Lights,4,Accessories
849,SH-M897-M,"Men's Sports Shorts, M",Black,M,S ,,M ,59.99,24.7459,f,22,Shorts,3,Clothing
850,SH-M897-L,"Men's Sports Shorts, L",Black,L,S ,,M ,59.99,24.7459,f,22,Shorts,3,Clothing
851,SH-M897-X,"Men's Sports Shorts, XL",Black,XL,S ,,M ,59.99,24.7459,f,22,Shorts,3,Clothing
852,TG-W091-S,"Women's Tights, S",Black,S,S ,,W ,74.99,30.9334,f,24,Tights,3,Clothing
853,TG-W091-M,"Women's Tights, M",Black,M,S ,,W ,74.99,30.9334,f,24,Tights,3,Clothing
854,TG-W091-L,"Women's Tights, L",Black,L,S ,,W ,74.99,30.9334,f,24,Tights,3,Clothing
855,SB-M891-S,"Men's Bib-Shorts, S",Multi,S,S ,,M ,89.99,37.1209,f,18,Bib-Shorts,3,Clothing
856,SB-M891-M,"Men's Bib-Shorts, M",Multi,M,S ,,M ,89.99,37.1209,f,18,Bib-Shorts,3,Clothing
857,SB-M891-L,"Men's Bib-Shorts, L",Multi,L,S ,,M ,89.99,37.1209,f,18,Bib-Shorts,3,Clothing
858,GL-H102-S,"Half-Finger Gloves, S",Black,S,S ,,U ,24.49,9.1593,f,20,Gloves,3,Clothing
859,GL-H102-M,"Half-Finger Gloves, M",Black,M,S ,,U ,24.49,9.1593,f,20,Gloves,3,Clothing
860,GL-H102-L,"Half-Finger Gloves, L",Black,L,S ,,U ,24.49,9.1593,f,20,Gloves,3,Clothing
861,GL-F110-S,"Full-Finger Gloves, S",Black,S,M ,,U ,37.99,15.6709,f,20,Gloves,3,Clothing
862,GL-F110-M,"Full-Finger Gloves, M",Black,M,M ,,U ,37.99,15.6709,f,20,Gloves,3,Clothing
863,GL-F110-L,"Full-Finger Gloves, L",Black,L,M ,,U ,37.99,15.6709,f,20,Gloves,3,Clothing
864,VE-C304-S,"Classic Vest, S",Blue,S,S ,,U ,63.5,23.749,f,25,Vests,3,Clothing
865,VE-C304-M,"Classic Vest, M",Blue,M,S ,,U ,63.5,23.749,f,25,Vests,3,Clothing
866,VE-C304-L,"Classic Vest, L",Blue,L,S ,,U ,63.5,23.749,f,25,Vests,3,Clothing
867,SH-W890-S,"Women's Mountain Shorts, S",Black,S,M ,,W ,69.99,26.1763,f,22,Shorts,3,Clothing
868,SH-W890-M,"Women's Mountain Shorts, M",Black,M,M ,,W ,69.99,26.1763,f,22,Shorts,3,Clothing
869,SH-W890-L,"Women's Mountain Shorts, L",Black,L,M ,,W ,69.99,26.1763,f,22,Shorts,3,Clothing
870,WB-H098,Water Bottle - 30 oz.,,,S ,,,4.99,1.8663,f,28,Bottles and Cages,4,Accessories
871,BC-M005,Mountain Bottle Cage,,,M ,,,9.99,3.7363,f,28,Bottles and Cages,4,Accessories
872,BC-R205,Road Bottle Cage,,,R ,,,8.99,3.3623,f,28,Bottles and Cages,4,Accessories
873,PK-7098,Patch Kit/8 Patches,,,S ,,,2.29,0.8565,f,37,Tires and Tubes,4,Accessories
874,SO-R809-M,"Racing Socks, M",White,M,R ,,U ,8.99,3.3623,f,23,Socks,3,Clothing
875,SO-R809-L,"Racing Socks, L",White,L,R ,,U ,8.99,3.3623,f,23,Socks,3,Clothing
876,RA-H123,Hitch Rack - 4-Bike,,,S ,,,120,44.88,f,26,Bike Racks,4,Accessories
877,CL-9009,Bike Wash - Dissolver,,,S ,,,7.95,2.9733,f,29,Cleaners,4,Accessories
878,FE-6654,Fender Set - Mountain,,,M ,,,21.98,8.2205,f,30,Fenders,4,Accessories
879,ST-1401,All-Purpose Bike Stand,,,M ,,,159,59.466,f,27,Bike Stands,4,Accessories
880,HY-1023-70,Hydration Pack - 70 oz.,Silver,70,S ,,,54.99,20.5663,f,32,Hydration Packs,4,Accessories
881,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Yellow,S,S ,,U ,53.99,41.5723,f,21,Jerseys,3,Clothing
882,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Yellow,M,S ,,U ,53.99,41.5723,f,21,Jerseys,3,Clothing
883,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Yellow,L,S ,,U ,53.99,41.5723,f,21,Jerseys,3,Clothing
884,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Yellow,XL,S ,,U ,53.99,41.5723,f,21,Jerseys,3,Clothing
885,FR-T98Y-60,"HL Touring Frame - Yellow, 60",Yellow,60,T ,H ,U ,1003.91,601.7437,t,16,Touring Frames,2,Components
886,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Yellow,62,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
887,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Yellow,46,T ,H ,U ,1003.91,601.7437,t,16,Touring Frames,2,Components
888,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Yellow,50,T ,H ,U ,1003.91,601.7437,t,16,Touring Frames,2,Components
889,FR-T98Y-54,"HL Touring Frame - Yellow, 54",Yellow,54,T ,H ,U ,1003.91,601.7437,t,16,Touring Frames,2,Components
890,FR-T98U-46,"HL Touring Frame - Blue, 46",Blue,46,T ,H ,U ,1003.91,601.7437,t,16,Touring Frames,2,Components
891,FR-T98U-50,"HL Touring Frame - Blue, 50",Blue,50,T ,H ,U ,1003.91,601.7437,t,16,Touring Frames,2,Components
892,FR-T98U-54,"HL Touring Frame - Blue, 54",Blue,54,T ,H ,U ,1003.91,601.7437,t,16,Touring Frames,2,Components
893,FR-T98U-60,"HL Touring Frame - Blue, 60",Blue,60,T ,H ,U ,1003.91,601.7437,t,16,Touring Frames,2,Components
894,RD-2308,Rear Derailleur,Silver,,,,,121.46,53.9282,t,9,Derailleurs,2,Components
895,FR-T67U-50,"LL Touring Frame - Blue, 50",Blue,50,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
896,FR-T67U-54,"LL Touring Frame - Blue, 54",Blue,54,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
897,FR-T67U-58,"LL Touring Frame - Blue, 58",Blue,58,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
898,FR-T67U-62,"LL Touring Frame - Blue, 62",Blue,62,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
899,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Yellow,44,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
900,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Yellow,50,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
901,FR-T67Y-54,"LL Touring Frame - Yellow, 54",Yellow,54,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
902,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Yellow,58,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
903,FR-T67U-44,"LL Touring Frame - Blue, 44",Blue,44,T ,L ,U ,333.42,199.8519,t,16,Touring Frames,2,Components
904,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",Silver,40,M ,M ,W ,364.09,199.3757,t,12,Mountain Frames,2,Components
905,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Silver,42,M ,M ,W ,364.09,199.3757,t,12,Mountain Frames,2,Components
906,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Silver,46,M ,M ,W ,364.09,199.3757,t,12,Mountain Frames,2,Components
907,RB-9231,Rear Brakes,Silver,,,,,106.5,47.286,f,6,Brakes,2,Components
908,SE-M236,LL Mountain Seat/Saddle,,,M ,L ,,27.12,12.0413,f,15,Saddles,2,Components
909,SE-M798,ML Mountain Seat/Saddle,,,M ,M ,,39.14,17.3782,f,15,Saddles,2,Components
910,SE-M940,HL Mountain Seat/Saddle,,,M ,H ,,52.64,23.3722,f,15,Saddles,2,Components
911,SE-R581,LL Road Seat/Saddle,,,R ,L ,,27.12,12.0413,f,15,Saddles,2,Components
912,SE-R908,ML Road Seat/Saddle,,,T ,M ,,39.14,17.3782,f,15,Saddles,2,Components
913,SE-R995,HL Road Seat/Saddle,,,R ,H ,,52.64,23.3722,f,15,Saddles,2,Components
914,SE-T312,LL Touring Seat/Saddle,,,T ,L ,,27.12,12.0413,f,15,Saddles,2,Components
915,SE-T762,ML Touring Seat/Saddle,,,T ,M ,,39.14,17.3782,f,15,Saddles,2,Components
916,SE-T924,HL Touring Seat/Saddle,,,T ,H ,,52.64,23.3722,f,15,Saddles,2,Components
917,FR-M21S-42,"LL Mountain Frame - Silver, 42",Silver,42,M ,L ,U ,264.05,144.5938,t,12,Mountain Frames,2,Components
918,FR-M21S-44,"LL Mountain Frame - Silver, 44",Silver,44,M ,L ,U ,264.05,144.5938,t,12,Mountain Frames,2,Components
919,FR-M21S-48,"LL Mountain Frame - Silver, 48",Silver,48,M ,L ,U ,264.05,144.5938,t,12,Mountain Frames,2,Components
920,FR-M21S-52,"LL Mountain Frame - Silver, 52",Silver,52,M ,L ,U ,264.05,144.5938,t,12,Mountain Frames,2,Components
921,TT-M928,Mountain Tire Tube,,,M ,,,4.99,1.8663,f,37,Tires and Tubes,4,Accessories
922,TT-R982,Road Tire Tube,,,R ,,,3.99,1.4923,f,37,Tires and Tubes,4,Accessories
923,TT-T092,Touring Tire Tube,,,T ,,,4.99,1.8663,f,37,Tires and Tubes,4,Accessories
924,FR-M21B-42,"LL Mountain Frame - Black, 42",Black,42,M ,L ,U ,249.79,136.785,t,12,Mountain Frames,2,Components
925,FR-M21B-44,"LL Mountain Frame - Black, 44",Black,44,M ,L ,U ,249.79,136.785,t,12,Mountain Frames,2,Components
926,FR-M21B-48,"LL Mountain Frame - Black, 48",Black,48,M ,L ,U ,249.79,136.785,t,12,Mountain Frames,2,Components
927,FR-M21B-52,"LL Mountain Frame - Black, 52",Black,52,M ,L ,U ,249.79,136.785,t,12,Mountain Frames,2,Components
928,TI-M267,LL Mountain Tire,,,M ,L ,,24.99,9.3463,f,37,Tires and Tubes,4,Accessories
929,TI-M602,ML Mountain Tire,,,M ,M ,,29.99,11.2163,f,37,Tires and Tubes,4,Accessories
930,TI-M823,HL Mountain Tire,,,M ,H ,,35,13.09,f,37,Tires and Tubes,4,Accessories
931,TI-R092,LL Road Tire,,,R ,L ,,21.49,8.0373,f,37,Tires and Tubes,4,Accessories
932,TI-R628,ML Road Tire,,,R ,M ,,24.99,9.3463,f,37,Tires and Tubes,4,Accessories
933,TI-R982,HL Road Tire,,,R ,H ,,32.6,12.1924,f,37,Tires and Tubes,4,Accessories
934,TI-T723,Touring Tire,,,T ,,,28.99,10.8423,f,37,Tires and Tubes,4,Accessories
935,PD-M282,LL Mountain Pedal,Silver/Black,,M ,L ,,40.49,17.9776,f,13,Pedals,2,Components
936,PD-M340,ML Mountain Pedal,Silver/Black,,M ,M ,,62.09,27.568,f,13,Pedals,2,Components
937,PD-M562,HL Mountain Pedal,Silver/Black,,M ,H ,,80.99,35.9596,f,13,Pedals,2,Components
938,PD-R347,LL Road Pedal,Silver/Black,,R ,L ,,40.49,17.9776,f,13,Pedals,2,Components
939,PD-R563,ML Road Pedal,Silver/Black,,R ,M ,,62.09,27.568,f,13,Pedals,2,Components
940,PD-R853,HL Road Pedal,Silver/Black,,R ,H ,,80.99,35.9596,f,13,Pedals,2,Components
941,PD-T852,Touring Pedal,Silver/Black,,T ,,,80.99,35.9596,f,13,Pedals,2,Components
942,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Silver,38,M ,M ,W ,364.09,199.3757,t,12,Mountain Frames,2,Components
943,FR-M21B-40,"LL Mountain Frame - Black, 40",Black,40,M ,L ,U ,249.79,136.785,t,12,Mountain Frames,2,Components
944,FR-M21S-40,"LL Mountain Frame - Silver, 40",Silver,40,M ,L ,U ,264.05,144.5938,t,12,Mountain Frames,2,Components
945,FD-2342,Front Derailleur,Silver,,,,,91.49,40.6216,t,9,Derailleurs,2,Components
946,HB-T721,LL Touring Handlebars,,,T ,L ,,46.09,20.464,t,4,Handlebars,2,Components
947,HB-T928,HL Touring Handlebars,,,T ,H ,,91.57,40.6571,t,4,Handlebars,2,Components
948,FB-9873,Front Brakes,Silver,,,,,106.5,47.286,f,6,Brakes,2,Components
949,CS-4759,LL Crankset,Black,,,L ,,175.49,77.9176,t,8,Cranksets,2,Components
950,CS-6583,ML Crankset,Black,,,M ,,256.49,113.8816,t,8,Cranksets,2,Components
951,CS-9183,HL Crankset,Black,,,H ,,404.99,179.8156,t,8,Cranksets,2,Components
952,CH-0234,Chain,Silver,,,,,20.24,8.9866,f,7,Chains,2,Components
953,BK-T44U-60,"Touring-2000 Blue, 60",Blue,60,T ,M ,U ,1214.85,755.1508,t,3,Touring Bikes,1,Bikes
954,BK-T79Y-46,"Touring-1000 Yellow, 46",Yellow,46,T ,H ,U ,2384.07,1481.9379,t,3,Touring Bikes,1,Bikes
955,BK-T79Y-50,"Touring-1000 Yellow, 50",Yellow,50,T ,H ,U ,2384.07,1481.9379,t,3,Touring Bikes,1,Bikes
956,BK-T79Y-54,"Touring-1000 Yellow, 54",Yellow,54,T ,H ,U ,2384.07,1481.9379,t,3,Touring Bikes,1,Bikes
957,BK-T79Y-60,"Touring-1000 Yellow, 60",Yellow,60,T ,H ,U ,2384.07,1481.9379,t,3,Touring Bikes,1,Bikes
958,BK-T18U-54,"Touring-3000 Blue, 54",Blue,54,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
959,BK-T18U-58,"Touring-3000 Blue, 58",Blue,58,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
960,BK-T18U-62,"Touring-3000 Blue, 62",Blue,62,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
961,BK-T18Y-44,"Touring-3000 Yellow, 44",Yellow,44,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
962,BK-T18Y-50,"Touring-3000 Yellow, 50",Yellow,50,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
963,BK-T18Y-54,"Touring-3000 Yellow, 54",Yellow,54,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
964,BK-T18Y-58,"Touring-3000 Yellow, 58",Yellow,58,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
965,BK-T18Y-62,"Touring-3000 Yellow, 62",Yellow,62,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
966,BK-T79U-46,"Touring-1000 Blue, 46",Blue,46,T ,H ,U ,2384.07,1481.9379,t,3,Touring Bikes,1,Bikes
967,BK-T79U-50,"Touring-1000 Blue, 50",Blue,50,T ,H ,U ,2384.07,1481.9379,t,3,Touring Bikes,1,Bikes
968,BK-T79U-54,"Touring-1000 Blue, 54",Blue,54,T ,H ,U ,2384.07,1481.9379,t,3,Touring Bikes,1,Bikes
969,BK-T79U-60,"Touring-1000 Blue, 60",Blue,60,T ,H ,U ,2384.07,1481.9379,t,3,Touring Bikes,1,Bikes
970,BK-T44U-46,"Touring-2000 Blue, 46",Blue,46,T ,M ,U ,1214.85,755.1508,t,3,Touring Bikes,1,Bikes
971,BK-T44U-50,"Touring-2000 Blue, 50",Blue,50,T ,M ,U ,1214.85,755.1508,t,3,Touring Bikes,1,Bikes
972,BK-T44U-54,"Touring-2000 Blue, 54",Blue,54,T ,M ,U ,1214.85,755.1508,t,3,Touring Bikes,1,Bikes
973,BK-R79Y-40,"Road-350-W Yellow, 40",Yellow,40,R ,M ,W ,1700.99,1082.51,t,2,Road Bikes,1,Bikes
974,BK-R79Y-42,"Road-350-W Yellow, 42",Yellow,42,R ,M ,W ,1700.99,1082.51,t,2,Road Bikes,1,Bikes
975,BK-R79Y-44,"Road-350-W Yellow, 44",Yellow,44,R ,M ,W ,1700.99,1082.51,t,2,Road Bikes,1,Bikes
976,BK-R79Y-48,"Road-350-W Yellow, 48",Yellow,48,R ,M ,W ,1700.99,1082.51,t,2,Road Bikes,1,Bikes
977,BK-R19B-58,"Road-750 Black, 58",Black,58,R ,L ,U ,539.99,343.6496,t,2,Road Bikes,1,Bikes
978,BK-T18U-44,"Touring-3000 Blue, 44",Blue,44,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
979,BK-T18U-50,"Touring-3000 Blue, 50",Blue,50,T ,L ,U ,742.35,461.4448,t,3,Touring Bikes,1,Bikes
980,BK-M38S-38,"Mountain-400-W Silver, 38",Silver,38,M ,M ,W ,769.49,419.7784,t,1,Mountain Bikes,1,Bikes
981,BK-M38S-40,"Mountain-400-W Silver, 40",Silver,40,M ,M ,W ,769.49,419.7784,t,1,Mountain Bikes,1,Bikes
982,BK-M38S-42,"Mountain-400-W Silver, 42",Silver,42,M ,M ,W ,769.49,419.7784,t,1,Mountain Bikes,1,Bikes
983,BK-M38S-46,"Mountain-400-W Silver, 46",Silver,46,M ,M ,W ,769.49,419.7784,t,1,Mountain Bikes,1,Bikes
984,BK-M18S-40,"Mountain-500 Silver, 40",Silver,40,M ,L ,U ,564.99,308.2179,t,1,Mountain Bikes,1,Bikes
985,BK-M18S-42,"Mountain-500 Silver, 42",Silver,42,M ,L ,U ,564.99,308.2179,t,1,Mountain Bikes,1,Bikes
986,BK-M18S-44,"Mountain-500 Silver, 44",Silver,44,M ,L ,U ,564.99,308.2179,t,1,Mountain Bikes,1,Bikes
987,BK-M18S-48,"Mountain-500 Silver, 48",Silver,48,M ,L ,U ,564.99,308.2179,t,1,Mountain Bikes,1,Bikes
988,BK-M18S-52,"Mountain-500 Silver, 52",Silver,52,M ,L ,U ,564.99,308.2179,t,1,Mountain Bikes,1,Bikes
989,BK-M18B-40,"Mountain-500 Black, 40",Black,40,M ,L ,U ,539.99,294.5797,t,1,Mountain Bikes,1,Bikes
990,BK-M18B-42,"Mountain-500 Black, 42",Black,42,M ,L ,U ,539.99,294.5797,t,1,Mountain Bikes,1,Bikes
991,BK-M18B-44,"Mountain-500 Black, 44",Black,44,M ,L ,U ,539.99,294.5797,t,1,Mountain Bikes,1,Bikes
992,BK-M18B-48,"Mountain-500 Black, 48",Black,48,M ,L ,U ,539.99,294.5797,t,1,Mountain Bikes,1,Bikes
993,BK-M18B-52,"Mountain-500 Black, 52",Black,52,M ,L ,U ,539.99,294.5797,t,1,Mountain Bikes,1,Bikes
994,BB-7421,LL Bottom Bracket,,,,L ,,53.99,23.9716,t,5,Bottom Brackets,2,Components
995,BB-8107,ML Bottom Bracket,,,,M ,,101.24,44.9506,t,5,Bottom Brackets,2,Components
996,BB-9108,HL Bottom Bracket,,,,H ,,121.49,53.9416,t,5,Bottom Brackets,2,Components
