date_key,full_date,year_num,quarter_num,month_num,month_name,day_of_month,iso_day_of_week,day_name,iso_week_num,iso_year_num,is_weekend,first_day_month,last_day_month
20071201,2007-12-01,2007,4,12,December,1,6,Saturday,48,2007,t,2007-12-01,2007-12-31
20071202,2007-12-02,2007,4,12,December,2,7,Sunday,48,2007,t,2007-12-01,2007-12-31
20071203,2007-12-03,2007,4,12,December,3,1,Monday,49,2007,f,2007-12-01,2007-12-31
20071204,2007-12-04,2007,4,12,December,4,2,Tuesday,49,2007,f,2007-12-01,2007-12-31
20071205,2007-12-05,2007,4,12,December,5,3,Wednesday,49,2007,f,2007-12-01,2007-12-31
20071206,2007-12-06,2007,4,12,December,6,4,Thursday,49,2007,f,2007-12-01,2007-12-31
20071207,2007-12-07,2007,4,12,December,7,5,Friday,49,2007,f,2007-12-01,2007-12-31
20071208,2007-12-08,2007,4,12,December,8,6,Saturday,49,2007,t,2007-12-01,2007-12-31
20071209,2007-12-09,2007,4,12,December,9,7,Sunday,49,2007,t,2007-12-01,2007-12-31
20071210,2007-12-10,2007,4,12,December,10,1,Monday,50,2007,f,2007-12-01,2007-12-31
20071211,2007-12-11,2007,4,12,December,11,2,Tuesday,50,2007,f,2007-12-01,2007-12-31
20071212,2007-12-12,2007,4,12,December,12,3,Wednesday,50,2007,f,2007-12-01,2007-12-31
20071213,2007-12-13,2007,4,12,December,13,4,Thursday,50,2007,f,2007-12-01,2007-12-31
20071214,2007-12-14,2007,4,12,December,14,5,Friday,50,2007,f,2007-12-01,2007-12-31
20071215,2007-12-15,2007,4,12,December,15,6,Saturday,50,2007,t,2007-12-01,2007-12-31
20071216,2007-12-16,2007,4,12,December,16,7,Sunday,50,2007,t,2007-12-01,2007-12-31
20071217,2007-12-17,2007,4,12,December,17,1,Monday,51,2007,f,2007-12-01,2007-12-31
20071218,2007-12-18,2007,4,12,December,18,2,Tuesday,51,2007,f,2007-12-01,2007-12-31
20071219,2007-12-19,2007,4,12,December,19,3,Wednesday,51,2007,f,2007-12-01,2007-12-31
20071220,2007-12-20,2007,4,12,December,20,4,Thursday,51,2007,f,2007-12-01,2007-12-31
20071221,2007-12-21,2007,4,12,December,21,5,Friday,51,2007,f,2007-12-01,2007-12-31
20071222,2007-12-22,2007,4,12,December,22,6,Saturday,51,2007,t,2007-12-01,2007-12-31
20071223,2007-12-23,2007,4,12,December,23,7,Sunday,51,2007,t,2007-12-01,2007-12-31
20071224,2007-12-24,2007,4,12,December,24,1,Monday,52,2007,f,2007-12-01,2007-12-31
20071225,2007-12-25,2007,4,12,December,25,2,Tuesday,52,2007,f,2007-12-01,2007-12-31
20071226,2007-12-26,2007,4,12,December,26,3,Wednesday,52,2007,f,2007-12-01,2007-12-31
20071227,2007-12-27,2007,4,12,December,27,4,Thursday,52,2007,f,2007-12-01,2007-12-31
20071228,2007-12-28,2007,4,12,December,28,5,Friday,52,2007,f,2007-12-01,2007-12-31
20071229,2007-12-29,2007,4,12,December,29,6,Saturday,52,2007,t,2007-12-01,2007-12-31
20071230,2007-12-30,2007,4,12,December,30,7,Sunday,52,2007,t,2007-12-01,2007-12-31
20071231,2007-12-31,2007,4,12,December,31,1,Monday,1,2008,f,2007-12-01,2007-12-31
20080101,2008-01-01,2008,1,1,January,1,2,Tuesday,1,2008,f,2008-01-01,2008-01-31
20080102,2008-01-02,2008,1,1,January,2,3,Wednesday,1,2008,f,2008-01-01,2008-01-31
20080103,2008-01-03,2008,1,1,January,3,4,Thursday,1,2008,f,2008-01-01,2008-01-31
20080104,2008-01-04,2008,1,1,January,4,5,Friday,1,2008,f,2008-01-01,2008-01-31
20080105,2008-01-05,2008,1,1,January,5,6,Saturday,1,2008,t,2008-01-01,2008-01-31
20080106,2008-01-06,2008,1,1,January,6,7,Sunday,1,2008,t,2008-01-01,2008-01-31
20080107,2008-01-07,2008,1,1,January,7,1,Monday,2,2008,f,2008-01-01,2008-01-31
20080108,2008-01-08,2008,1,1,January,8,2,Tuesday,2,2008,f,2008-01-01,2008-01-31
20080109,2008-01-09,2008,1,1,January,9,3,Wednesday,2,2008,f,2008-01-01,2008-01-31
20080110,2008-01-10,2008,1,1,January,10,4,Thursday,2,2008,f,2008-01-01,2008-01-31
20080111,2008-01-11,2008,1,1,January,11,5,Friday,2,2008,f,2008-01-01,2008-01-31
20080112,2008-01-12,2008,1,1,January,12,6,Saturday,2,2008,t,2008-01-01,2008-01-31
20080113,2008-01-13,2008,1,1,January,13,7,Sunday,2,2008,t,2008-01-01,2008-01-31
20080114,2008-01-14,2008,1,1,January,14,1,Monday,3,2008,f,2008-01-01,2008-01-31
20080115,2008-01-15,2008,1,1,January,15,2,Tuesday,3,2008,f,2008-01-01,2008-01-31
20080116,2008-01-16,2008,1,1,January,16,3,Wednesday,3,2008,f,2008-01-01,2008-01-31
20080117,2008-01-17,2008,1,1,January,17,4,Thursday,3,2008,f,2008-01-01,2008-01-31
20080118,2008-01-18,2008,1,1,January,18,5,Friday,3,2008,f,2008-01-01,2008-01-31
20080119,2008-01-19,2008,1,1,January,19,6,Saturday,3,2008,t,2008-01-01,2008-01-31
20080120,2008-01-20,2008,1,1,January,20,7,Sunday,3,2008,t,2008-01-01,2008-01-31
20080121,2008-01-21,2008,1,1,January,21,1,Monday,4,2008,f,2008-01-01,2008-01-31
20080122,2008-01-22,2008,1,1,January,22,2,Tuesday,4,2008,f,2008-01-01,2008-01-31
20080123,2008-01-23,2008,1,1,January,23,3,Wednesday,4,2008,f,2008-01-01,2008-01-31
20080124,2008-01-24,2008,1,1,January,24,4,Thursday,4,2008,f,2008-01-01,2008-01-31
20080125,2008-01-25,2008,1,1,January,25,5,Friday,4,2008,f,2008-01-01,2008-01-31
20080126,2008-01-26,2008,1,1,January,26,6,Saturday,4,2008,t,2008-01-01,2008-01-31
20080127,2008-01-27,2008,1,1,January,27,7,Sunday,4,2008,t,2008-01-01,2008-01-31
20080128,2008-01-28,2008,1,1,January,28,1,Monday,5,2008,f,2008-01-01,2008-01-31
20080129,2008-01-29,2008,1,1,January,29,2,Tuesday,5,2008,f,2008-01-01,2008-01-31
20080130,2008-01-30,2008,1,1,January,30,3,Wednesday,5,2008,f,2008-01-01,2008-01-31
20080131,2008-01-31,2008,1,1,January,31,4,Thursday,5,2008,f,2008-01-01,2008-01-31
20080201,2008-02-01,2008,1,2,February,1,5,Friday,5,2008,f,2008-02-01,2008-02-29
20080202,2008-02-02,2008,1,2,February,2,6,Saturday,5,2008,t,2008-02-01,2008-02-29
20080203,2008-02-03,2008,1,2,February,3,7,Sunday,5,2008,t,2008-02-01,2008-02-29
20080204,2008-02-04,2008,1,2,February,4,1,Monday,6,2008,f,2008-02-01,2008-02-29
20080205,2008-02-05,2008,1,2,February,5,2,Tuesday,6,2008,f,2008-02-01,2008-02-29
20080206,2008-02-06,2008,1,2,February,6,3,Wednesday,6,2008,f,2008-02-01,2008-02-29
20080207,2008-02-07,2008,1,2,February,7,4,Thursday,6,2008,f,2008-02-01,2008-02-29
20080208,2008-02-08,2008,1,2,February,8,5,Friday,6,2008,f,2008-02-01,2008-02-29
20080209,2008-02-09,2008,1,2,February,9,6,Saturday,6,2008,t,2008-02-01,2008-02-29
20080210,2008-02-10,2008,1,2,February,10,7,Sunday,6,2008,t,2008-02-01,2008-02-29
20080211,2008-02-11,2008,1,2,February,11,1,Monday,7,2008,f,2008-02-01,2008-02-29
20080212,2008-02-12,2008,1,2,February,12,2,Tuesday,7,2008,f,2008-02-01,2008-02-29
20080213,2008-02-13,2008,1,2,February,13,3,Wednesday,7,2008,f,2008-02-01,2008-02-29
20080214,2008-02-14,2008,1,2,February,14,4,Thursday,7,2008,f,2008-02-01,2008-02-29
20080215,2008-02-15,2008,1,2,February,15,5,Friday,7,2008,f,2008-02-01,2008-02-29
20080216,2008-02-16,2008,1,2,February,16,6,Saturday,7,2008,t,2008-02-01,2008-02-29
20080217,2008-02-17,2008,1,2,February,17,7,Sunday,7,2008,t,2008-02-01,2008-02-29
20080218,2008-02-18,2008,1,2,February,18,1,Monday,8,2008,f,2008-02-01,2008-02-29
20080219,2008-02-19,2008,1,2,February,19,2,Tuesday,8,2008,f,2008-02-01,2008-02-29
20080220,2008-02-20,2008,1,2,February,20,3,Wednesday,8,2008,f,2008-02-01,2008-02-29
20080221,2008-02-21,2008,1,2,February,21,4,Thursday,8,2008,f,2008-02-01,2008-02-29
20080222,2008-02-22,2008,1,2,February,22,5,Friday,8,2008,f,2008-02-01,2008-02-29
20080223,2008-02-23,2008,1,2,February,23,6,Saturday,8,2008,t,2008-02-01,2008-02-29
20080224,2008-02-24,2008,1,2,February,24,7,Sunday,8,2008,t,2008-02-01,2008-02-29
20080225,2008-02-25,2008,1,2,February,25,1,Monday,9,2008,f,2008-02-01,2008-02-29
20080226,2008-02-26,2008,1,2,February,26,2,Tuesday,9,2008,f,2008-02-01,2008-02-29
20080227,2008-02-27,2008,1,2,February,27,3,Wednesday,9,2008,f,2008-02-01,2008-02-29
20080228,2008-02-28,2008,1,2,February,28,4,Thursday,9,2008,f,2008-02-01,2008-02-29
20080229,2008-02-29,2008,1,2,February,29,5,Friday,9,2008,f,2008-02-01,2008-02-29
20080301,2008-03-01,2008,1,3,March,1,6,Saturday,9,2008,t,2008-03-01,2008-03-31
20080302,2008-03-02,2008,1,3,March,2,7,Sunday,9,2008,t,2008-03-01,2008-03-31
20080303,2008-03-03,2008,1,3,March,3,1,Monday,10,2008,f,2008-03-01,2008-03-31
20080304,2008-03-04,2008,1,3,March,4,2,Tuesday,10,2008,f,2008-03-01,2008-03-31
20080305,2008-03-05,2008,1,3,March,5,3,Wednesday,10,2008,f,2008-03-01,2008-03-31
20080306,2008-03-06,2008,1,3,March,6,4,Thursday,10,2008,f,2008-03-01,2008-03-31
20080307,2008-03-07,2008,1,3,March,7,5,Friday,10,2008,f,2008-03-01,2008-03-31
20080308,2008-03-08,2008,1,3,March,8,6,Saturday,10,2008,t,2008-03-01,2008-03-31
20080309,2008-03-09,2008,1,3,March,9,7,Sunday,10,2008,t,2008-03-01,2008-03-31
20080310,2008-03-10,2008,1,3,March,10,1,Monday,11,2008,f,2008-03-01,2008-03-31
20080311,2008-03-11,2008,1,3,March,11,2,Tuesday,11,2008,f,2008-03-01,2008-03-31
20080312,2008-03-12,2008,1,3,March,12,3,Wednesday,11,2008,f,2008-03-01,2008-03-31
20080313,2008-03-13,2008,1,3,March,13,4,Thursday,11,2008,f,2008-03-01,2008-03-31
20080314,2008-03-14,2008,1,3,March,14,5,Friday,11,2008,f,2008-03-01,2008-03-31
20080315,2008-03-15,2008,1,3,March,15,6,Saturday,11,2008,t,2008-03-01,2008-03-31
20080316,2008-03-16,2008,1,3,March,16,7,Sunday,11,2008,t,2008-03-01,2008-03-31
20080317,2008-03-17,2008,1,3,March,17,1,Monday,12,2008,f,2008-03-01,2008-03-31
20080318,2008-03-18,2008,1,3,March,18,2,Tuesday,12,2008,f,2008-03-01,2008-03-31
20080319,2008-03-19,2008,1,3,March,19,3,Wednesday,12,2008,f,2008-03-01,2008-03-31
20080320,2008-03-20,2008,1,3,March,20,4,Thursday,12,2008,f,2008-03-01,2008-03-31
20080321,2008-03-21,2008,1,3,March,21,5,Friday,12,2008,f,2008-03-01,2008-03-31
20080322,2008-03-22,2008,1,3,March,22,6,Saturday,12,2008,t,2008-03-01,2008-03-31
20080323,2008-03-23,2008,1,3,March,23,7,Sunday,12,2008,t,2008-03-01,2008-03-31
20080324,2008-03-24,2008,1,3,March,24,1,Monday,13,2008,f,2008-03-01,2008-03-31
20080325,2008-03-25,2008,1,3,March,25,2,Tuesday,13,2008,f,2008-03-01,2008-03-31
20080326,2008-03-26,2008,1,3,March,26,3,Wednesday,13,2008,f,2008-03-01,2008-03-31
20080327,2008-03-27,2008,1,3,March,27,4,Thursday,13,2008,f,2008-03-01,2008-03-31
20080328,2008-03-28,2008,1,3,March,28,5,Friday,13,2008,f,2008-03-01,2008-03-31
20080329,2008-03-29,2008,1,3,March,29,6,Saturday,13,2008,t,2008-03-01,2008-03-31
20080330,2008-03-30,2008,1,3,March,30,7,Sunday,13,2008,t,2008-03-01,2008-03-31
20080331,2008-03-31,2008,1,3,March,31,1,Monday,14,2008,f,2008-03-01,2008-03-31
20080401,2008-04-01,2008,2,4,April,1,2,Tuesday,14,2008,f,2008-04-01,2008-04-30
20080402,2008-04-02,2008,2,4,April,2,3,Wednesday,14,2008,f,2008-04-01,2008-04-30
20080403,2008-04-03,2008,2,4,April,3,4,Thursday,14,2008,f,2008-04-01,2008-04-30
20080404,2008-04-04,2008,2,4,April,4,5,Friday,14,2008,f,2008-04-01,2008-04-30
20080405,2008-04-05,2008,2,4,April,5,6,Saturday,14,2008,t,2008-04-01,2008-04-30
20080406,2008-04-06,2008,2,4,April,6,7,Sunday,14,2008,t,2008-04-01,2008-04-30
20080407,2008-04-07,2008,2,4,April,7,1,Monday,15,2008,f,2008-04-01,2008-04-30
20080408,2008-04-08,2008,2,4,April,8,2,Tuesday,15,2008,f,2008-04-01,2008-04-30
20080409,2008-04-09,2008,2,4,April,9,3,Wednesday,15,2008,f,2008-04-01,2008-04-30
20080410,2008-04-10,2008,2,4,April,10,4,Thursday,15,2008,f,2008-04-01,2008-04-30
20080411,2008-04-11,2008,2,4,April,11,5,Friday,15,2008,f,2008-04-01,2008-04-30
20080412,2008-04-12,2008,2,4,April,12,6,Saturday,15,2008,t,2008-04-01,2008-04-30
20080413,2008-04-13,2008,2,4,April,13,7,Sunday,15,2008,t,2008-04-01,2008-04-30
20080414,2008-04-14,2008,2,4,April,14,1,Monday,16,2008,f,2008-04-01,2008-04-30
20080415,2008-04-15,2008,2,4,April,15,2,Tuesday,16,2008,f,2008-04-01,2008-04-30
20080416,2008-04-16,2008,2,4,April,16,3,Wednesday,16,2008,f,2008-04-01,2008-04-30
20080417,2008-04-17,2008,2,4,April,17,4,Thursday,16,2008,f,2008-04-01,2008-04-30
20080418,2008-04-18,2008,2,4,April,18,5,Friday,16,2008,f,2008-04-01,2008-04-30
20080419,2008-04-19,2008,2,4,April,19,6,Saturday,16,2008,t,2008-04-01,2008-04-30
20080420,2008-04-20,2008,2,4,April,20,7,Sunday,16,2008,t,2008-04-01,2008-04-30
20080421,2008-04-21,2008,2,4,April,21,1,Monday,17,2008,f,2008-04-01,2008-04-30
20080422,2008-04-22,2008,2,4,April,22,2,Tuesday,17,2008,f,2008-04-01,2008-04-30
20080423,2008-04-23,2008,2,4,April,23,3,Wednesday,17,2008,f,2008-04-01,2008-04-30
20080424,2008-04-24,2008,2,4,April,24,4,Thursday,17,2008,f,2008-04-01,2008-04-30
20080425,2008-04-25,2008,2,4,April,25,5,Friday,17,2008,f,2008-04-01,2008-04-30
20080426,2008-04-26,2008,2,4,April,26,6,Saturday,17,2008,t,2008-04-01,2008-04-30
20080427,2008-04-27,2008,2,4,April,27,7,Sunday,17,2008,t,2008-04-01,2008-04-30
20080428,2008-04-28,2008,2,4,April,28,1,Monday,18,2008,f,2008-04-01,2008-04-30
20080429,2008-04-29,2008,2,4,April,29,2,Tuesday,18,2008,f,2008-04-01,2008-04-30
20080430,2008-04-30,2008,2,4,April,30,3,Wednesday,18,2008,f,2008-04-01,2008-04-30
20080501,2008-05-01,2008,2,5,May,1,4,Thursday,18,2008,f,2008-05-01,2008-05-31
20080502,2008-05-02,2008,2,5,May,2,5,Friday,18,2008,f,2008-05-01,2008-05-31
20080503,2008-05-03,2008,2,5,May,3,6,Saturday,18,2008,t,2008-05-01,2008-05-31
20080504,2008-05-04,2008,2,5,May,4,7,Sunday,18,2008,t,2008-05-01,2008-05-31
20080505,2008-05-05,2008,2,5,May,5,1,Monday,19,2008,f,2008-05-01,2008-05-31
20080506,2008-05-06,2008,2,5,May,6,2,Tuesday,19,2008,f,2008-05-01,2008-05-31
20080507,2008-05-07,2008,2,5,May,7,3,Wednesday,19,2008,f,2008-05-01,2008-05-31
20080508,2008-05-08,2008,2,5,May,8,4,Thursday,19,2008,f,2008-05-01,2008-05-31
20080509,2008-05-09,2008,2,5,May,9,5,Friday,19,2008,f,2008-05-01,2008-05-31
20080510,2008-05-10,2008,2,5,May,10,6,Saturday,19,2008,t,2008-05-01,2008-05-31
20080511,2008-05-11,2008,2,5,May,11,7,Sunday,19,2008,t,2008-05-01,2008-05-31
20080512,2008-05-12,2008,2,5,May,12,1,Monday,20,2008,f,2008-05-01,2008-05-31
20080513,2008-05-13,2008,2,5,May,13,2,Tuesday,20,2008,f,2008-05-01,2008-05-31
20080514,2008-05-14,2008,2,5,May,14,3,Wednesday,20,2008,f,2008-05-01,2008-05-31
20080515,2008-05-15,2008,2,5,May,15,4,Thursday,20,2008,f,2008-05-01,2008-05-31
20080516,2008-05-16,2008,2,5,May,16,5,Friday,20,2008,f,2008-05-01,2008-05-31
20080517,2008-05-17,2008,2,5,May,17,6,Saturday,20,2008,t,2008-05-01,2008-05-31
20080518,2008-05-18,2008,2,5,May,18,7,Sunday,20,2008,t,2008-05-01,2008-05-31
20080519,2008-05-19,2008,2,5,May,19,1,Monday,21,2008,f,2008-05-01,2008-05-31
20080520,2008-05-20,2008,2,5,May,20,2,Tuesday,21,2008,f,2008-05-01,2008-05-31
20080521,2008-05-21,2008,2,5,May,21,3,Wednesday,21,2008,f,2008-05-01,2008-05-31
20080522,2008-05-22,2008,2,5,May,22,4,Thursday,21,2008,f,2008-05-01,2008-05-31
20080523,2008-05-23,2008,2,5,May,23,5,Friday,21,2008,f,2008-05-01,2008-05-31
20080524,2008-05-24,2008,2,5,May,24,6,Saturday,21,2008,t,2008-05-01,2008-05-31
20080525,2008-05-25,2008,2,5,May,25,7,Sunday,21,2008,t,2008-05-01,2008-05-31
20080526,2008-05-26,2008,2,5,May,26,1,Monday,22,2008,f,2008-05-01,2008-05-31
20080527,2008-05-27,2008,2,5,May,27,2,Tuesday,22,2008,f,2008-05-01,2008-05-31
20080528,2008-05-28,2008,2,5,May,28,3,Wednesday,22,2008,f,2008-05-01,2008-05-31
20080529,2008-05-29,2008,2,5,May,29,4,Thursday,22,2008,f,2008-05-01,2008-05-31
20080530,2008-05-30,2008,2,5,May,30,5,Friday,22,2008,f,2008-05-01,2008-05-31
20080531,2008-05-31,2008,2,5,May,31,6,Saturday,22,2008,t,2008-05-01,2008-05-31
20080601,2008-06-01,2008,2,6,June,1,7,Sunday,22,2008,t,2008-06-01,2008-06-30
20080602,2008-06-02,2008,2,6,June,2,1,Monday,23,2008,f,2008-06-01,2008-06-30
20080603,2008-06-03,2008,2,6,June,3,2,Tuesday,23,2008,f,2008-06-01,2008-06-30
20080604,2008-06-04,2008,2,6,June,4,3,Wednesday,23,2008,f,2008-06-01,2008-06-30
20080605,2008-06-05,2008,2,6,June,5,4,Thursday,23,2008,f,2008-06-01,2008-06-30
20080606,2008-06-06,2008,2,6,June,6,5,Friday,23,2008,f,2008-06-01,2008-06-30
20080607,2008-06-07,2008,2,6,June,7,6,Saturday,23,2008,t,2008-06-01,2008-06-30
20080608,2008-06-08,2008,2,6,June,8,7,Sunday,23,2008,t,2008-06-01,2008-06-30
20080609,2008-06-09,2008,2,6,June,9,1,Monday,24,2008,f,2008-06-01,2008-06-30
20080610,2008-06-10,2008,2,6,June,10,2,Tuesday,24,2008,f,2008-06-01,2008-06-30
20080611,2008-06-11,2008,2,6,June,11,3,Wednesday,24,2008,f,2008-06-01,2008-06-30
20080612,2008-06-12,2008,2,6,June,12,4,Thursday,24,2008,f,2008-06-01,2008-06-30
20080613,2008-06-13,2008,2,6,June,13,5,Friday,24,2008,f,2008-06-01,2008-06-30
20080614,2008-06-14,2008,2,6,June,14,6,Saturday,24,2008,t,2008-06-01,2008-06-30
20080615,2008-06-15,2008,2,6,June,15,7,Sunday,24,2008,t,2008-06-01,2008-06-30
20080616,2008-06-16,2008,2,6,June,16,1,Monday,25,2008,f,2008-06-01,2008-06-30
20080617,2008-06-17,2008,2,6,June,17,2,Tuesday,25,2008,f,2008-06-01,2008-06-30
20080618,2008-06-18,2008,2,6,June,18,3,Wednesday,25,2008,f,2008-06-01,2008-06-30
20080619,2008-06-19,2008,2,6,June,19,4,Thursday,25,2008,f,2008-06-01,2008-06-30
20080620,2008-06-20,2008,2,6,June,20,5,Friday,25,2008,f,2008-06-01,2008-06-30
20080621,2008-06-21,2008,2,6,June,21,6,Saturday,25,2008,t,2008-06-01,2008-06-30
20080622,2008-06-22,2008,2,6,June,22,7,Sunday,25,2008,t,2008-06-01,2008-06-30
20080623,2008-06-23,2008,2,6,June,23,1,Monday,26,2008,f,2008-06-01,2008-06-30
20080624,2008-06-24,2008,2,6,June,24,2,Tuesday,26,2008,f,2008-06-01,2008-06-30
20080625,2008-06-25,2008,2,6,June,25,3,Wednesday,26,2008,f,2008-06-01,2008-06-30
20080626,2008-06-26,2008,2,6,June,26,4,Thursday,26,2008,f,2008-06-01,2008-06-30
20080627,2008-06-27,2008,2,6,June,27,5,Friday,26,2008,f,2008-06-01,2008-06-30
20080628,2008-06-28,2008,2,6,June,28,6,Saturday,26,2008,t,2008-06-01,2008-06-30
20080629,2008-06-29,2008,2,6,June,29,7,Sunday,26,2008,t,2008-06-01,2008-06-30
20080630,2008-06-30,2008,2,6,June,30,1,Monday,27,2008,f,2008-06-01,2008-06-30
20080701,2008-07-01,2008,3,7,July,1,2,Tuesday,27,2008,f,2008-07-01,2008-07-31
20080702,2008-07-02,2008,3,7,July,2,3,Wednesday,27,2008,f,2008-07-01,2008-07-31
20080703,2008-07-03,2008,3,7,July,3,4,Thursday,27,2008,f,2008-07-01,2008-07-31
20080704,2008-07-04,2008,3,7,July,4,5,Friday,27,2008,f,2008-07-01,2008-07-31
20080705,2008-07-05,2008,3,7,July,5,6,Saturday,27,2008,t,2008-07-01,2008-07-31
20080706,2008-07-06,2008,3,7,July,6,7,Sunday,27,2008,t,2008-07-01,2008-07-31
20080707,2008-07-07,2008,3,7,July,7,1,Monday,28,2008,f,2008-07-01,2008-07-31
20080708,2008-07-08,2008,3,7,July,8,2,Tuesday,28,2008,f,2008-07-01,2008-07-31
20080709,2008-07-09,2008,3,7,July,9,3,Wednesday,28,2008,f,2008-07-01,2008-07-31
20080710,2008-07-10,2008,3,7,July,10,4,Thursday,28,2008,f,2008-07-01,2008-07-31
20080711,2008-07-11,2008,3,7,July,11,5,Friday,28,2008,f,2008-07-01,2008-07-31
20080712,2008-07-12,2008,3,7,July,12,6,Saturday,28,2008,t,2008-07-01,2008-07-31
20080713,2008-07-13,2008,3,7,July,13,7,Sunday,28,2008,t,2008-07-01,2008-07-31
20080714,2008-07-14,2008,3,7,July,14,1,Monday,29,2008,f,2008-07-01,2008-07-31
20080715,2008-07-15,2008,3,7,July,15,2,Tuesday,29,2008,f,2008-07-01,2008-07-31
20080716,2008-07-16,2008,3,7,July,16,3,Wednesday,29,2008,f,2008-07-01,2008-07-31
20080717,2008-07-17,2008,3,7,July,17,4,Thursday,29,2008,f,2008-07-01,2008-07-31
20080718,2008-07-18,2008,3,7,July,18,5,Friday,29,2008,f,2008-07-01,2008-07-31
20080719,2008-07-19,2008,3,7,July,19,6,Saturday,29,2008,t,2008-07-01,2008-07-31
20080720,2008-07-20,2008,3,7,July,20,7,Sunday,29,2008,t,2008-07-01,2008-07-31
20080721,2008-07-21,2008,3,7,July,21,1,Monday,30,2008,f,2008-07-01,2008-07-31
20080722,2008-07-22,2008,3,7,July,22,2,Tuesday,30,2008,f,2008-07-01,2008-07-31
20080723,2008-07-23,2008,3,7,July,23,3,Wednesday,30,2008,f,2008-07-01,2008-07-31
20080724,2008-07-24,2008,3,7,July,24,4,Thursday,30,2008,f,2008-07-01,2008-07-31
20080725,2008-07-25,2008,3,7,July,25,5,Friday,30,2008,f,2008-07-01,2008-07-31
20080726,2008-07-26,2008,3,7,July,26,6,Saturday,30,2008,t,2008-07-01,2008-07-31
20080727,2008-07-27,2008,3,7,July,27,7,Sunday,30,2008,t,2008-07-01,2008-07-31
20080728,2008-07-28,2008,3,7,July,28,1,Monday,31,2008,f,2008-07-01,2008-07-31
20080729,2008-07-29,2008,3,7,July,29,2,Tuesday,31,2008,f,2008-07-01,2008-07-31
20080730,2008-07-30,2008,3,7,July,30,3,Wednesday,31,2008,f,2008-07-01,2008-07-31
20080731,2008-07-31,2008,3,7,July,31,4,Thursday,31,2008,f,2008-07-01,2008-07-31
20080801,2008-08-01,2008,3,8,August,1,5,Friday,31,2008,f,2008-08-01,2008-08-31
20080802,2008-08-02,2008,3,8,August,2,6,Saturday,31,2008,t,2008-08-01,2008-08-31
20080803,2008-08-03,2008,3,8,August,3,7,Sunday,31,2008,t,2008-08-01,2008-08-31
20080804,2008-08-04,2008,3,8,August,4,1,Monday,32,2008,f,2008-08-01,2008-08-31
20080805,2008-08-05,2008,3,8,August,5,2,Tuesday,32,2008,f,2008-08-01,2008-08-31
20080806,2008-08-06,2008,3,8,August,6,3,Wednesday,32,2008,f,2008-08-01,2008-08-31
20080807,2008-08-07,2008,3,8,August,7,4,Thursday,32,2008,f,2008-08-01,2008-08-31
20080808,2008-08-08,2008,3,8,August,8,5,Friday,32,2008,f,2008-08-01,2008-08-31
20080809,2008-08-09,2008,3,8,August,9,6,Saturday,32,2008,t,2008-08-01,2008-08-31
20080810,2008-08-10,2008,3,8,August,10,7,Sunday,32,2008,t,2008-08-01,2008-08-31
20080811,2008-08-11,2008,3,8,August,11,1,Monday,33,2008,f,2008-08-01,2008-08-31
20080812,2008-08-12,2008,3,8,August,12,2,Tuesday,33,2008,f,2008-08-01,2008-08-31
20080813,2008-08-13,2008,3,8,August,13,3,Wednesday,33,2008,f,2008-08-01,2008-08-31
20080814,2008-08-14,2008,3,8,August,14,4,Thursday,33,2008,f,2008-08-01,2008-08-31
20080815,2008-08-15,2008,3,8,August,15,5,Friday,33,2008,f,2008-08-01,2008-08-31
20080816,2008-08-16,2008,3,8,August,16,6,Saturday,33,2008,t,2008-08-01,2008-08-31
20080817,2008-08-17,2008,3,8,August,17,7,Sunday,33,2008,t,2008-08-01,2008-08-31
20080818,2008-08-18,2008,3,8,August,18,1,Monday,34,2008,f,2008-08-01,2008-08-31
20080819,2008-08-19,2008,3,8,August,19,2,Tuesday,34,2008,f,2008-08-01,2008-08-31
20080820,2008-08-20,2008,3,8,August,20,3,Wednesday,34,2008,f,2008-08-01,2008-08-31
20080821,2008-08-21,2008,3,8,August,21,4,Thursday,34,2008,f,2008-08-01,2008-08-31
20080822,2008-08-22,2008,3,8,August,22,5,Friday,34,2008,f,2008-08-01,2008-08-31
20080823,2008-08-23,2008,3,8,August,23,6,Saturday,34,2008,t,2008-08-01,2008-08-31
20080824,2008-08-24,2008,3,8,August,24,7,Sunday,34,2008,t,2008-08-01,2008-08-31
20080825,2008-08-25,2008,3,8,August,25,1,Monday,35,2008,f,2008-08-01,2008-08-31
20080826,2008-08-26,2008,3,8,August,26,2,Tuesday,35,2008,f,2008-08-01,2008-08-31
20080827,2008-08-27,2008,3,8,August,27,3,Wednesday,35,2008,f,2008-08-01,2008-08-31
20080828,2008-08-28,2008,3,8,August,28,4,Thursday,35,2008,f,2008-08-01,2008-08-31
20080829,2008-08-29,2008,3,8,August,29,5,Friday,35,2008,f,2008-08-01,2008-08-31
20080830,2008-08-30,2008,3,8,August,30,6,Saturday,35,2008,t,2008-08-01,2008-08-31
20080831,2008-08-31,2008,3,8,August,31,7,Sunday,35,2008,t,2008-08-01,2008-08-31
20080901,2008-09-01,2008,3,9,September,1,1,Monday,36,2008,f,2008-09-01,2008-09-30
20080902,2008-09-02,2008,3,9,September,2,2,Tuesday,36,2008,f,2008-09-01,2008-09-30
20080903,2008-09-03,2008,3,9,September,3,3,Wednesday,36,2008,f,2008-09-01,2008-09-30
